vicon_t u v w x y z
1329939212.582852 -0.047340 -0.005929 -0.164358 890.705872 178.183136 1138.695068
1329939212.590924 -0.042602 0.048860 -0.164251 890.031982 177.737976 1131.862305
1329939212.599375 -0.039174 0.104529 -0.163085 889.105530 177.454346 1125.673950
1329939212.607470 -0.036854 0.157933 -0.161980 888.102722 177.425507 1120.153076
1329939212.615930 -0.034639 0.208053 -0.161072 887.050476 177.588440 1115.574585
1329939212.623476 -0.030520 0.252451 -0.160964 885.998230 177.743225 1112.028564
1329939212.632493 -0.027132 0.288608 -0.161667 885.182556 177.922424 1109.729736
1329939212.640557 -0.023664 0.314498 -0.162107 884.483154 178.067795 1108.669800
1329939212.648920 -0.020326 0.328294 -0.163121 883.981201 178.074249 1108.936279
1329939212.657276 -0.018067 0.328522 -0.164582 883.627563 178.039825 1110.413818
1329939212.665715 -0.016707 0.316397 -0.166265 883.528564 177.942444 1113.166748
1329939212.673756 -0.016655 0.293916 -0.167622 883.650574 177.839111 1117.137451
1329939212.682473 -0.017269 0.262184 -0.168492 883.996338 177.780655 1122.351074
1329939212.690754 -0.017879 0.222940 -0.169503 884.654236 177.798553 1128.723633
