vicon_t u v w x y z
1329940019.968555 3.155780 0.121547 -0.028639 880.489929 167.904297 1140.318970
1329940019.976394 3.156423 0.120490 -0.030031 880.075378 167.829163 1140.031982
1329940019.990402 3.156860 0.119259 -0.030970 879.719910 167.740173 1139.758179
1329940019.993541 3.157013 0.117838 -0.031677 879.415527 167.650940 1139.534302
1329940020.001675 3.157142 0.116274 -0.031930 879.134583 167.545258 1139.304810
1329940020.009637 3.157176 0.114593 -0.031867 878.898926 167.433594 1139.130005
1329940020.018566 3.157192 0.112961 -0.031568 878.681274 167.306519 1138.969971
1329940020.026340 3.157288 0.111212 -0.031069 878.484192 167.180176 1138.816528
1329940020.034833 3.157654 0.109435 -0.030777 878.307007 167.038971 1138.665283
1329940020.045390 3.158227 0.107828 -0.030812 878.163513 166.890442 1138.553833
1329940020.051615 3.159128 0.106351 -0.030994 878.031677 166.744843 1138.427734
1329940020.059557 3.160083 0.104967 -0.031562 877.919922 166.604233 1138.337646
1329940020.068474 3.160914 0.103758 -0.032128 877.831299 166.468353 1138.264771
1329940020.076293 3.161741 0.102839 -0.032665 877.761780 166.335541 1138.202637
1329940020.092033 3.162364 0.102122 -0.033136 877.699280 166.228729 1138.160522
1329940020.095097 3.162796 0.101387 -0.033480 877.624268 166.125473 1138.131958
1329940020.101336 3.163124 0.100915 -0.033332 877.578735 166.006195 1138.108154
1329940020.109590 3.163426 0.100376 -0.033035 877.513184 165.893723 1138.097778
1329940020.118341 3.163600 0.099981 -0.032407 877.466064 165.767548 1138.102295
1329940020.126440 3.163882 0.099705 -0.031578 877.412781 165.647537 1138.081299
1329940020.134570 3.164226 0.099579 -0.031076 877.363403 165.524628 1138.080688
1329940020.143432 3.164687 0.099486 -0.030552 877.328613 165.448792 1138.045776
1329940020.151226 3.165095 0.099736 -0.030517 877.301208 165.363312 1138.037354
1329940020.159739 3.165656 0.100022 -0.031079 877.257568 165.318695 1138.004517
1329940020.168092 3.165991 0.100480 -0.031926 877.237854 165.273865 1137.992676
1329940020.176239 3.166423 0.100897 -0.032702 877.207092 165.264343 1137.923828
1329940020.184587 3.166679 0.101185 -0.033657 877.163940 165.252716 1137.893555
1329940020.192927 3.166833 0.101280 -0.034523 877.122742 165.246979 1137.850586
1329940020.201140 3.166808 0.101391 -0.035418 877.096436 165.219025 1137.841309
1329940020.209997 3.166557 0.101237 -0.035859 877.071960 165.206085 1137.830811
1329940020.218151 3.166213 0.101214 -0.036496 877.079285 165.197479 1137.831421
1329940020.226153 3.165793 0.101121 -0.036732 877.067078 165.195496 1137.827026
1329940020.234333 3.165433 0.101193 -0.037197 877.075684 165.194672 1137.837036
1329940020.243095 3.165229 0.101328 -0.037499 877.093750 165.206360 1137.829224
1329940020.251244 3.165123 0.101627 -0.037768 877.115417 165.210175 1137.826050
1329940020.259689 3.165131 0.101886 -0.038001 877.130798 165.224640 1137.824707
1329940020.267928 3.165171 0.102166 -0.038121 877.157654 165.230499 1137.835449
1329940020.276153 3.165273 0.102517 -0.037891 877.192932 165.222534 1137.828003
1329940020.284286 3.165333 0.102723 -0.037589 877.215698 165.210571 1137.855469
1329940020.302673 3.165449 0.102915 -0.037306 877.258789 165.196533 1137.880371
1329940020.309699 3.165488 0.103261 -0.036764 877.372192 165.136505 1137.974487
1329940020.317971 3.165394 0.103482 -0.036852 877.417908 165.080536 1138.076172
